fire_id,date,time_jst,time_server,pattern,direction,entry_price,h1_atr16,h1_atr32,h1_atr_median,h1_atr_ratio,atr_zone,h1_pair,h1_pair_state,h1_pattern,h1_vel3,h1_accel,h1_adx32,h1_adx_zone,h1_di_plus,h1_di_minus,h1_di_spread,h1_ma,h1_ma_dist,h4_atr8,h4_atr46,h4_pair,h4_pair_state,h4_adx46,h4_adx_zone,h4_di_plus,h4_di_minus,h4_di_spread,h4_cross_bars,h4_cross_dir,d1_atr22,d1_atr42,d1_adx22,d1_di_plus,d1_di_minus,d1_di_dir,cross_dir,d1_cross_bars,f1_none_sell,f2_patb_midh_sell,f3_patd_pd_buy,f4_patc_up_none_midh,f5_patb_up_bu_midh,f6_patc_up_pd_midh,f7_tight_sell,f8_patc_none_sell,f9_pata_weakup_sell,pass_all,mfe_12h,mae_12h,mfe_24h,mae_24h,mfe_36h,mae_36h,mfe_48h,mae_48h,mfe_bar_idx_48h,mae_bar_idx_48h,bars_traced
389,2026-06-10,2026-06-10 03:00,2026-06-09 21:00,PatA,SELL,4269.890,21.750,19.003,18.816,1.1560,NORMAL,1.1446,EXPAND,RISING_DECEL,10.95,-37.47,11.27,LOW,16.37,19.60,-3.23,4319.371,-2.604,37.389,38.334,0.9753,NEUTRAL,23.03,MID,11.80,21.79,-9.99,0,DOWN,103.122,102.399,28.12,9.65,27.27,DN,BU,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,97.460,1.710,188.290,1.710,246.080,1.710,246.080,1.710,27,1,48
390,2026-06-17,2026-06-17 02:00,2026-06-16 20:00,PatB,BUY,4340.230,15.284,14.962,19.158,0.7978,NORMAL,1.0215,NEUTRAL,RISING_DECEL,6.47,-8.44,11.52,LOW,18.50,20.02,-1.52,4322.765,1.167,27.674,48.204,0.5741,CONTRACT,20.49,MID,19.12,19.05,0.07,8,DOWN,109.650,106.587,32.48,15.12,24.10,DN,BU,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9.290,22.600,41.960,70.440,41.960,121.340,41.960,138.780,23,48,48
391,2026-06-18,2026-06-18 02:00,2026-06-17 20:00,PatB,SELL,4379.890,15.123,14.296,18.994,0.7962,NORMAL,1.0579,EXPAND,RISING_DECEL,10.04,-15.70,10.05,LOW,20.37,13.67,6.70,4336.189,3.057,42.772,47.129,0.9076,CONTRACT,16.50,LOW,18.05,18.66,-0.61,14,DOWN,112.356,108.218,32.41,13.81,26.63,DN,BU,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,161.000,0.000,165.970,0.000,258.160,0.000,258.160,0.000,34,1,48
392,2026-06-19,2026-06-19 13:00,2026-06-19 07:00,PatD,SELL,4125.680,20.184,22.265,19.127,1.0553,NORMAL,0.9065,CONTRACT,RISING_ACCEL,9.75,15.27,34.48,HIGH,7.09,36.99,-29.90,4235.237,-4.921,46.279,49.466,0.9356,CONTRACT,15.82,LOW,14.84,27.44,-12.60,0,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.950,57.100,3.950,63.590,3.950,63.590,3.950,63.590,1,16,16
393,2026-06-19,2026-06-19 14:00,2026-06-19 08:00,PatD,SELL,4139.560,19.620,20.503,19.133,1.0254,NORMAL,0.9569,NEUTRAL,RISING_ACCEL,6.44,14.09,36.54,HIGH,6.66,35.75,-29.09,4229.438,-4.384,45.615,47.945,0.9514,NEUTRAL,16.43,LOW,14.21,26.52,-12.31,1,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6.810,43.220,6.810,49.710,6.810,49.710,6.810,49.710,1,15,15
394,2026-06-19,2026-06-19 21:00,2026-06-19 15:00,PatD,SELL,4178.970,18.176,19.303,19.133,0.9500,NORMAL,0.9416,CONTRACT,RISING_ACCEL,5.05,12.75,36.11,HIGH,17.79,30.38,-12.58,4204.948,-1.346,47.546,48.247,0.9855,NEUTRAL,16.99,LOW,13.78,25.39,-11.61,2,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42.530,10.300,42.530,10.300,42.530,10.300,42.530,10.300,7,8,8
395,2026-06-19,2026-06-19 22:00,2026-06-19 16:00,PatC,SELL,4151.390,19.469,19.871,19.138,1.0173,NORMAL,0.9798,NEUTRAL,EXPANDING,12.31,18.19,35.42,HIGH,17.24,28.54,-11.30,4201.702,-2.532,45.183,47.812,0.9450,CONTRACT,17.49,LOW,13.48,24.31,-10.82,3,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14.950,37.880,14.950,37.880,14.950,37.880,14.950,37.880,6,7,7
396,2026-06-19,2026-06-19 22:00,2026-06-19 16:00,PatD,SELL,4151.390,19.469,19.871,19.138,1.0173,NORMAL,0.9798,NEUTRAL,EXPANDING,12.31,18.19,35.42,HIGH,17.24,28.54,-11.30,4201.702,-2.532,45.183,47.812,0.9450,CONTRACT,17.49,LOW,13.48,24.31,-10.82,3,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14.950,37.880,14.950,37.880,14.950,37.880,14.950,37.880,6,7,7
397,2026-06-19,2026-06-19 23:00,2026-06-19 17:00,PatC,SELL,4149.170,19.555,19.511,19.149,1.0212,NORMAL,1.0022,NEUTRAL,EXPANDING,13.57,17.31,35.16,HIGH,16.19,30.83,-14.63,4198.519,-2.529,45.183,47.812,0.9450,CONTRACT,17.49,LOW,13.48,24.31,-10.82,3,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12.730,40.100,12.730,40.100,12.730,40.100,12.730,40.100,5,6,6
398,2026-06-19,2026-06-19 23:00,2026-06-19 17:00,PatD,SELL,4149.170,19.555,19.511,19.149,1.0212,NORMAL,1.0022,NEUTRAL,EXPANDING,13.57,17.31,35.16,HIGH,16.19,30.83,-14.63,4198.519,-2.529,45.183,47.812,0.9450,CONTRACT,17.49,LOW,13.48,24.31,-10.82,3,DOWN,112.194,108.189,33.68,11.51,30.85,DN,BU,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12.730,40.100,12.730,40.100,12.730,40.100,12.730,40.100,5,6,6
