fire_id,date,time_jst,time_server,pattern,direction,entry_price,h1_atr16,h1_atr32,h1_atr_median,h1_atr_ratio,atr_zone,h1_pair,h1_pair_state,h1_pattern,h1_vel3,h1_accel,h1_adx32,h1_adx_zone,h1_di_plus,h1_di_minus,h1_di_spread,h1_ma,h1_ma_dist,h4_atr8,h4_atr46,h4_pair,h4_pair_state,h4_adx46,h4_adx_zone,h4_di_plus,h4_di_minus,h4_di_spread,h4_cross_bars,h4_cross_dir,d1_atr22,d1_atr42,d1_adx22,d1_di_plus,d1_di_minus,d1_di_dir,cross_dir,d1_cross_bars,f1_none_sell,f2_patb_midh_sell,f3_patd_pd_buy,f4_patc_up_none_midh,f5_patb_up_bu_midh,f6_patc_up_pd_midh,f7_tight_sell,f8_patc_none_sell,f9_pata_weakup_sell,pass_all,mfe_12h,mae_12h,mfe_24h,mae_24h,mfe_36h,mae_36h,mfe_48h,mae_48h,mfe_bar_idx_48h,mae_bar_idx_48h,bars_traced
342,2026-05-02,2026-05-02 02:00,2026-05-01 20:00,PatB,SELL,4630.610,21.124,17.984,24.306,0.8691,NORMAL,1.1746,EXPAND,RISING_DECEL,10.44,-22.52,15.03,LOW,22.02,20.98,1.05,4606.641,1.333,38.995,38.080,1.0240,NEUTRAL,16.10,LOW,17.98,21.79,-3.81,3,UP,109.641,140.711,18.80,13.84,21.03,DN,PD,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,47.010,7.610,129.970,7.610,129.970,7.610,129.970,7.610,22,4,48
343,2026-05-05,2026-05-05 11:00,2026-05-05 05:00,PatD,SELL,4538.960,21.400,18.896,23.128,0.9253,NORMAL,1.1325,EXPAND,RISING_ACCEL,3.21,9.17,24.29,MID,17.87,16.73,1.14,4558.531,-1.036,37.975,38.149,0.9954,NEUTRAL,17.82,LOW,15.96,22.69,-6.73,0,DOWN,102.038,139.396,20.51,11.53,20.98,DN,PD,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11.090,47.550,11.090,112.870,11.090,183.950,11.090,183.950,2,31,48
344,2026-05-06,2026-05-06 01:00,2026-05-05 19:00,PatB,SELL,4561.200,16.146,18.487,22.769,0.7091,NORMAL,0.8734,CONTRACT,RISING_DECEL,8.19,-2.33,16.63,LOW,18.54,17.61,0.93,4558.775,0.131,37.070,37.695,0.9834,NEUTRAL,16.43,LOW,19.10,19.91,-0.81,0,DOWN,102.038,139.396,20.51,11.53,20.98,DN,PD,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14.950,102.540,14.950,161.710,14.950,188.900,14.950,203.510,5,45,48
345,2026-05-06,2026-05-06 17:00,2026-05-06 11:00,PatD,BUY,4700.050,17.729,16.984,22.288,0.7955,NORMAL,1.0439,NEUTRAL,RISING_ACCEL,4.23,10.86,28.51,MID,36.69,8.75,27.93,4603.336,5.694,38.385,37.968,1.0110,NEUTRAL,15.44,LOW,25.66,17.30,8.35,0,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.860,39.740,53.360,39.740,64.660,39.740,64.660,39.740,30,4,48
346,2026-05-06,2026-05-06 18:00,2026-05-06 12:00,PatD,BUY,4701.800,18.001,17.073,22.272,0.8082,NORMAL,1.0543,EXPAND,RISING_ACCEL,9.07,17.45,30.60,HIGH,36.20,8.22,27.98,4609.303,5.418,43.545,38.792,1.1225,EXPAND,15.72,LOW,25.93,16.57,9.36,1,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.110,41.490,51.610,41.490,62.910,41.490,62.910,41.490,29,3,48
347,2026-05-06,2026-05-06 19:00,2026-05-06 13:00,PatD,BUY,4717.940,19.116,17.399,22.266,0.8585,NORMAL,1.0987,EXPAND,EXPANDING,14.20,16.25,32.72,HIGH,37.22,7.73,29.49,4615.887,5.865,43.545,38.792,1.1225,EXPAND,15.72,LOW,25.93,16.57,9.36,1,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.300,57.630,35.470,57.630,46.770,57.630,46.770,57.630,28,2,48
348,2026-05-06,2026-05-06 20:00,2026-05-06 14:00,PatD,BUY,4692.110,20.509,17.974,22.262,0.9213,NORMAL,1.1411,EXPAND,EXPANDING,15.68,11.45,34.50,HIGH,34.96,8.20,26.76,4620.507,3.984,43.545,38.792,1.1225,EXPAND,15.72,LOW,25.93,16.57,9.36,1,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.250,31.800,61.300,31.800,72.600,31.800,72.600,31.800,27,1,48
349,2026-05-06,2026-05-06 21:00,2026-05-06 15:00,PatD,BUY,4683.180,21.937,18.682,22.245,0.9861,NORMAL,1.1742,EXPAND,EXPANDING,21.87,12.80,34.97,HIGH,32.84,13.35,19.49,4624.305,3.151,43.545,38.792,1.1225,EXPAND,15.72,LOW,25.93,16.57,9.36,1,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.920,14.430,74.940,14.430,81.530,14.430,81.530,14.430,26,1,48
350,2026-05-06,2026-05-06 22:00,2026-05-06 16:00,PatC,BUY,4702.110,23.995,19.628,22.245,1.0787,NORMAL,1.2225,EXPAND,EXPANDING,25.53,11.33,35.58,HIGH,33.12,12.54,20.58,4629.021,3.724,46.101,39.023,1.1814,EXPAND,15.99,LOW,24.83,15.86,8.97,2,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18.990,23.260,61.210,23.260,62.600,24.650,62.600,24.650,25,31,48
351,2026-05-06,2026-05-06 22:00,2026-05-06 16:00,PatD,BUY,4702.110,23.995,19.628,22.245,1.0787,NORMAL,1.2225,EXPAND,EXPANDING,25.53,11.33,35.58,HIGH,33.12,12.54,20.58,4629.021,3.724,46.101,39.023,1.1814,EXPAND,15.99,LOW,24.83,15.86,8.97,2,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.990,23.260,61.210,23.260,62.600,24.650,62.600,24.650,25,31,48
352,2026-05-06,2026-05-06 23:00,2026-05-06 17:00,PatA,BUY,4702.990,23.291,19.609,22.245,1.0470,NORMAL,1.1878,EXPAND,RISING_DECEL,13.56,-2.12,36.37,HIGH,34.11,11.78,22.33,4633.504,3.544,46.101,39.023,1.1814,EXPAND,15.99,LOW,24.83,15.86,8.97,2,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18.110,24.140,61.720,24.140,61.720,25.530,61.720,25.530,24,30,48
353,2026-05-06,2026-05-06 23:00,2026-05-06 17:00,PatD,BUY,4702.990,23.291,19.609,22.245,1.0470,NORMAL,1.1878,EXPAND,RISING_DECEL,13.56,-2.12,36.37,HIGH,34.11,11.78,22.33,4633.504,3.544,46.101,39.023,1.1814,EXPAND,15.99,LOW,24.83,15.86,8.97,2,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.110,24.140,61.720,24.140,61.720,25.530,61.720,25.530,24,30,48
354,2026-05-07,2026-05-07 00:00,2026-05-06 18:00,PatD,BUY,4687.860,22.761,19.595,22.245,1.0232,NORMAL,1.1616,EXPAND,RISING_DECEL,3.76,-18.11,36.46,HIGH,32.05,14.44,17.61,4636.798,2.606,46.101,39.023,1.1814,EXPAND,15.99,LOW,24.83,15.86,8.97,2,UP,105.265,140.860,19.18,17.25,19.15,DN,PD,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.240,9.010,76.850,9.010,76.850,10.400,76.850,10.400,23,29,48
355,2026-05-08,2026-05-08 01:00,2026-05-07 19:00,PatC,BUY,4714.960,22.261,20.883,21.955,1.0139,NORMAL,1.0660,EXPAND,EXPANDING,16.53,7.33,29.71,MID,20.66,17.01,3.65,4703.940,0.528,41.794,40.645,1.0283,NEUTRAL,18.59,LOW,23.56,13.45,10.11,8,UP,103.831,138.400,18.16,20.31,17.49,UP,PD,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17.670,37.500,34.360,37.500,34.360,66.930,34.360,66.930,21,35,48
356,2026-05-08,2026-05-08 02:00,2026-05-07 20:00,PatC,BUY,4711.480,21.995,20.897,21.955,1.0018,NORMAL,1.0525,EXPAND,EXPANDING,10.85,0.54,27.95,MID,19.41,19.14,0.27,4704.397,0.339,38.129,40.828,0.9339,CONTRACT,18.63,LOW,22.56,15.20,7.36,0,DOWN,103.831,138.400,18.16,20.31,17.49,UP,PD,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23.000,34.020,37.840,34.020,37.840,63.450,37.840,63.450,20,34,48
357,2026-05-08,2026-05-08 05:00,2026-05-07 23:00,PatB,BUY,4687.080,23.917,20.625,21.955,1.0894,NORMAL,1.1596,EXPAND,RISING_DECEL,8.74,-2.12,23.58,MID,16.09,18.01,-1.91,4703.544,-0.798,38.129,40.828,0.9339,CONTRACT,18.63,LOW,22.56,15.20,7.36,0,DOWN,103.831,138.400,18.16,20.31,17.49,UP,PD,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,47.400,9.620,62.240,9.620,62.240,39.050,82.270,39.050,48,31,48
358,2026-05-11,2026-05-11 22:00,2026-05-11 16:00,PatC,BUY,4735.870,23.294,21.034,21.901,1.0636,NORMAL,1.1074,EXPAND,EXPANDING,24.13,23.86,21.45,MID,20.57,17.97,2.60,4693.363,2.021,38.644,40.035,0.9652,NEUTRAL,17.75,LOW,23.32,16.16,7.16,7,DOWN,99.854,137.862,15.77,16.93,17.97,DN,PD,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37.500,27.750,37.500,66.430,37.500,97.560,37.500,97.560,10,25,48
359,2026-05-11,2026-05-11 23:00,2026-05-11 17:00,PatC,BUY,4725.470,22.427,21.082,21.903,1.0239,NORMAL,1.0638,EXPAND,EXPANDING,17.78,14.53,20.56,MID,19.32,16.88,2.44,4695.309,1.431,38.644,40.035,0.9652,NEUTRAL,17.75,LOW,23.32,16.16,7.16,7,DOWN,99.854,137.862,15.77,16.93,17.97,DN,PD,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,47.900,17.350,47.900,87.160,47.900,87.160,47.900,87.160,9,24,48
360,2026-05-12,2026-05-12 00:00,2026-05-11 18:00,PatA,BUY,4732.120,22.785,20.879,21.914,1.0397,NORMAL,1.0913,EXPAND,RISING_DECEL,9.65,-1.29,19.72,LOW,18.15,15.85,2.30,4697.540,1.656,38.644,40.035,0.9652,NEUTRAL,17.75,LOW,23.32,16.16,7.16,7,DOWN,99.854,137.862,15.77,16.93,17.97,DN,PD,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,41.250,24.000,41.250,93.810,41.250,93.810,41.250,93.810,8,23,48
361,2026-05-12,2026-05-12 10:00,2026-05-12 04:00,PatD,BUY,4727.170,20.908,19.676,21.855,0.9567,NORMAL,1.0626,EXPAND,RISING_ACCEL,6.91,11.85,20.06,MID,24.46,16.04,8.42,4714.881,0.625,40.178,38.817,1.0351,NEUTRAL,18.14,LOW,24.14,16.54,7.59,0,UP,103.071,137.818,14.57,17.07,16.41,UP,PD,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.650,50.260,6.650,88.860,6.650,88.860,6.650,88.860,1,14,48
362,2026-05-12,2026-05-12 11:00,2026-05-12 05:00,PatD,BUY,4729.930,20.420,19.576,21.855,0.9343,NORMAL,1.0431,NEUTRAL,RISING_ACCEL,7.11,13.98,20.10,MID,22.98,15.07,7.91,4715.793,0.722,40.178,38.817,1.0351,NEUTRAL,18.14,LOW,24.14,16.54,7.59,0,UP,103.071,137.818,14.57,17.07,16.41,UP,PD,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.170,60.490,3.170,91.620,3.170,91.620,3.170,91.620,1,13,48
363,2026-05-12,2026-05-12 12:00,2026-05-12 06:00,PatD,BUY,4720.110,20.666,19.716,21.855,0.9456,NORMAL,1.0482,NEUTRAL,RISING_ACCEL,5.34,8.72,19.81,LOW,21.59,15.83,5.76,4716.055,0.206,40.178,38.817,1.0351,NEUTRAL,18.14,LOW,24.14,16.54,7.59,0,UP,103.071,137.818,14.57,17.07,16.41,UP,PD,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.170,81.800,10.170,81.800,10.170,81.800,10.170,81.800,1,12,48
364,2026-05-14,2026-05-14 14:00,2026-05-14 08:00,PatB,SELL,4689.460,17.874,15.941,21.412,0.8348,NORMAL,1.1212,EXPAND,RISING_DECEL,8.56,-0.90,8.68,LOW,17.64,15.43,2.22,4694.278,-0.302,30.449,36.269,0.8395,CONTRACT,12.63,LOW,17.76,19.92,-2.16,8,DOWN,99.349,136.442,12.97,14.23,16.61,DN,PD,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.770,29.200,133.180,29.200,177.770,29.200,209.140,29.200,41,2,48
365,2026-05-15,2026-05-15 14:00,2026-05-15 08:00,PatC,SELL,4558.720,21.304,19.627,21.189,1.0055,NORMAL,1.0855,EXPAND,EXPANDING,10.75,1.37,23.99,MID,8.13,27.25,-19.13,4658.200,-5.069,39.119,38.028,1.0287,NEUTRAL,14.32,LOW,13.68,27.21,-13.53,0,UP,102.458,138.407,14.21,12.99,22.68,DN,PD,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,47.030,29.970,78.400,29.970,78.400,29.970,78.400,30.670,18,41,48
366,2026-05-15,2026-05-15 19:00,2026-05-15 13:00,PatC,SELL,4566.040,23.115,21.507,21.204,1.0901,NORMAL,1.0748,EXPAND,EXPANDING,14.38,10.14,31.19,HIGH,9.67,27.43,-17.76,4632.074,-3.070,38.729,38.605,1.0032,NEUTRAL,15.25,LOW,13.10,27.96,-14.87,1,UP,102.458,138.407,14.21,12.99,22.68,DN,PD,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,54.350,4.060,85.720,4.060,85.720,23.350,85.720,23.350,13,36,48
367,2026-05-15,2026-05-15 20:00,2026-05-15 14:00,PatC,SELL,4551.900,23.684,21.527,21.217,1.1163,NORMAL,1.1002,EXPAND,EXPANDING,13.86,16.22,32.20,HIGH,9.08,25.76,-16.68,4627.215,-3.499,38.729,38.605,1.0032,NEUTRAL,15.25,LOW,13.10,27.96,-14.87,1,UP,102.458,138.407,14.21,12.99,22.68,DN,PD,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,71.580,14.510,71.580,22.770,71.580,37.490,87.070,37.490,48,35,48
368,2026-05-15,2026-05-15 22:00,2026-05-15 16:00,PatA,SELL,4533.330,25.516,21.448,21.254,1.2006,NORMAL,1.1897,EXPAND,RISING_DECEL,10.39,-3.99,34.81,HIGH,8.01,29.32,-21.31,4616.891,-3.896,41.491,38.200,1.0862,EXPAND,16.25,LOW,12.54,28.33,-15.79,2,UP,102.458,138.407,14.21,12.99,22.68,DN,PD,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53.010,33.080,53.010,50.760,53.010,56.060,68.500,56.060,46,33,48
369,2026-05-15,2026-05-15 23:00,2026-05-15 17:00,PatC,SELL,4562.700,27.056,22.259,21.273,1.2719,NORMAL,1.2155,EXPAND,EXPANDING,14.24,0.38,35.81,HIGH,8.85,27.55,-18.69,4613.606,-2.287,41.491,38.200,1.0862,EXPAND,16.25,LOW,12.54,28.33,-15.79,2,UP,102.458,138.407,14.21,12.99,22.68,DN,PD,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,82.380,1.680,82.380,21.390,82.380,26.690,97.870,26.690,45,32,48
370,2026-05-16,2026-05-16 00:00,2026-05-15 18:00,PatC,SELL,4539.840,27.773,22.680,21.284,1.3048,NORMAL,1.2246,EXPAND,EXPANDING,18.43,10.64,36.76,HIGH,8.32,25.88,-17.56,4609.136,-3.055,41.491,38.200,1.0862,EXPAND,16.25,LOW,12.54,28.33,-15.79,2,UP,102.458,138.407,14.21,12.99,22.68,DN,PD,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,59.520,24.540,59.520,44.250,59.520,49.550,75.010,49.550,44,31,48
371,2026-05-18,2026-05-18 10:00,2026-05-18 04:00,PatC,SELL,4525.300,27.635,24.218,21.412,1.2906,NORMAL,1.1411,EXPAND,EXPANDING,14.34,20.48,39.45,HIGH,9.39,26.73,-17.34,4579.243,-2.227,49.609,38.228,1.2977,EXPAND,19.37,LOW,11.01,27.74,-16.74,5,UP,104.187,135.881,15.81,11.86,23.33,DN,PD,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.350,58.790,3.350,64.090,60.470,64.090,71.700,64.090,48,22,48
372,2026-05-18,2026-05-18 11:00,2026-05-18 05:00,PatC,SELL,4533.600,26.942,24.348,21.432,1.2571,NORMAL,1.1065,EXPAND,EXPANDING,13.89,22.09,39.45,HIGH,10.92,25.11,-14.19,4576.477,-1.761,49.609,38.228,1.2977,EXPAND,19.37,LOW,11.01,27.74,-16.74,5,UP,104.187,135.881,15.81,11.86,23.33,DN,PD,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8.510,50.490,8.510,55.790,68.770,55.790,80.000,55.790,47,21,48
373,2026-05-20,2026-05-20 10:00,2026-05-20 04:00,PatD,SELL,4481.230,22.382,19.716,21.117,1.0599,NORMAL,1.1352,EXPAND,EXPANDING,10.65,11.52,23.79,MID,13.71,23.15,-9.43,4520.839,-2.009,37.446,38.735,0.9667,NEUTRAL,24.19,MID,11.40,25.92,-14.52,2,DOWN,104.400,126.373,19.15,9.89,21.43,DN,PD,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,27.630,24.860,27.630,89.430,27.630,89.430,27.630,89.430,2,23,48
374,2026-05-20,2026-05-20 11:00,2026-05-20 05:00,PatD,SELL,4465.200,23.527,19.975,21.117,1.1142,NORMAL,1.1778,EXPAND,EXPANDING,17.78,21.30,23.90,MID,12.88,21.74,-8.86,4517.467,-2.617,37.446,38.735,0.9667,NEUTRAL,24.19,MID,11.40,25.92,-14.52,2,DOWN,104.400,126.373,19.15,9.89,21.43,DN,PD,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11.600,71.990,11.600,105.460,11.600,105.460,11.600,105.460,1,22,48
375,2026-05-20,2026-05-20 12:00,2026-05-20 06:00,PatD,SELL,4463.620,23.171,20.002,21.117,1.0973,NORMAL,1.1585,EXPAND,EXPANDING,12.07,12.06,24.26,MID,12.10,22.35,-10.25,4514.204,-2.529,37.446,38.735,0.9667,NEUTRAL,24.19,MID,11.40,25.92,-14.52,2,DOWN,104.400,126.373,19.15,9.89,21.43,DN,PD,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6.920,88.890,6.920,107.040,6.920,107.040,6.920,107.040,1,21,48
376,2026-05-21,2026-05-21 19:00,2026-05-21 13:00,PatD,SELL,4511.440,17.745,18.681,20.801,0.8531,NORMAL,0.9499,CONTRACT,RISING_ACCEL,5.68,21.73,21.29,MID,19.94,17.51,2.43,4523.463,-0.644,37.374,38.656,0.9668,NEUTRAL,24.02,MID,13.65,21.48,-7.83,0,DOWN,100.648,117.891,19.93,10.95,19.56,DN,PD,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.730,47.750,22.730,47.750,22.730,68.520,22.730,68.520,3,35,48
377,2026-05-21,2026-05-21 20:00,2026-05-21 14:00,PatD,SELL,4514.040,17.583,18.185,20.791,0.8457,NORMAL,0.9669,NEUTRAL,RISING_ACCEL,9.17,30.98,20.40,MID,18.73,16.45,2.28,4522.892,-0.487,37.374,38.656,0.9668,NEUTRAL,24.02,MID,13.65,21.48,-7.83,0,DOWN,100.648,117.891,19.93,10.95,19.56,DN,PD,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25.330,45.150,25.330,45.150,25.330,65.920,25.330,65.920,2,34,48
378,2026-05-21,2026-05-21 21:00,2026-05-21 15:00,PatD,SELL,4504.050,18.124,18.289,20.782,0.8721,NORMAL,0.9909,NEUTRAL,EXPANDING,10.77,30.59,19.17,LOW,17.59,17.51,0.09,4521.750,-0.968,37.374,38.656,0.9668,NEUTRAL,24.02,MID,13.65,21.48,-7.83,0,DOWN,100.648,117.891,19.93,10.95,19.56,DN,PD,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15.340,55.140,15.340,55.140,15.340,75.910,15.340,75.910,1,33,48
379,2026-05-21,2026-05-21 22:00,2026-05-21 16:00,PatD,SELL,4513.050,19.610,18.858,20.781,0.9437,NORMAL,1.0399,NEUTRAL,EXPANDING,10.51,4.83,18.44,LOW,16.53,19.02,-2.49,4521.223,-0.433,37.802,38.511,0.9816,NEUTRAL,24.12,MID,13.07,22.38,-9.30,1,DOWN,100.648,117.891,19.93,10.95,19.56,DN,PD,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16.470,46.140,22.540,46.140,22.540,66.910,22.540,66.910,24,32,48
380,2026-05-26,2026-05-26 23:00,2026-05-26 17:00,PatA,SELL,4515.200,18.409,14.522,20.194,0.9116,NORMAL,1.2677,EXPAND,RISING_DECEL,10.53,-9.36,13.61,LOW,13.87,19.45,-5.58,4537.243,-1.518,26.270,35.985,0.7300,CONTRACT,21.14,MID,12.21,21.50,-9.29,16,DOWN,100.430,110.729,20.02,12.15,19.38,DN,PD,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32.720,22.380,113.790,22.380,148.790,22.380,148.790,22.380,36,7,48
381,2026-05-29,2026-05-29 00:00,2026-05-28 18:00,PatB,SELL,4482.120,24.956,22.568,19.864,1.2563,NORMAL,1.1058,EXPAND,RISING_DECEL,17.19,-5.46,15.20,LOW,22.67,15.44,7.23,4436.272,2.032,54.980,36.802,1.4939,EXPAND,24.38,MID,17.16,22.99,-5.83,7,UP,103.922,109.421,22.81,10.13,22.91,DN,PD,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.190,38.520,4.190,113.090,4.190,113.090,34.560,113.090,45,23,48
382,2026-05-29,2026-05-29 01:00,2026-05-28 19:00,PatB,SELL,4510.930,26.125,23.184,19.864,1.3152,NORMAL,1.1269,EXPAND,RISING_DECEL,18.47,-1.65,16.01,LOW,26.13,14.51,11.62,4440.797,3.025,54.980,36.802,1.4939,EXPAND,24.38,MID,17.16,22.99,-5.83,7,UP,103.922,109.421,22.81,10.13,22.91,DN,PD,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.940,9.710,21.940,84.280,21.940,84.280,63.370,84.280,44,22,48
383,2026-05-30,2026-05-30 02:00,2026-05-29 20:00,PatA,BUY,4553.370,19.449,20.060,19.745,0.9850,NORMAL,0.9695,NEUTRAL,RISING_DECEL,8.15,-26.12,26.43,MID,23.83,12.49,11.34,4510.593,2.132,39.396,35.737,1.1024,EXPAND,20.05,MID,21.81,18.69,3.12,14,UP,104.199,107.076,22.07,15.69,20.92,DN,PD,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8.210,53.180,8.210,105.810,8.210,105.810,8.210,105.810,1,20,48
384,2026-06-02,2026-06-02 02:00,2026-06-01 20:00,PatA,SELL,4487.430,18.741,19.359,19.610,0.9557,NORMAL,0.9681,NEUTRAL,RISING_DECEL,10.31,-4.91,20.12,MID,17.64,19.55,-1.91,4502.132,-0.759,38.334,35.079,1.0928,EXPAND,17.62,LOW,16.80,23.24,-6.44,3,UP,103.789,106.293,22.13,14.33,22.76,DN,PD,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24.600,50.910,24.600,53.960,34.760,53.960,61.140,53.960,42,13,48
385,2026-06-03,2026-06-03 23:00,2026-06-03 17:00,PatC,SELL,4457.050,19.634,16.346,19.181,1.0236,NORMAL,1.2011,EXPAND,EXPANDING,21.27,14.73,28.19,MID,9.73,24.95,-15.22,4475.690,-1.140,29.584,34.265,0.8634,CONTRACT,16.64,LOW,14.40,24.70,-10.30,10,DOWN,99.770,101.455,23.08,11.95,23.49,DN,PD,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33.260,20.110,33.260,58.240,33.260,58.240,133.650,58.240,48,22,48
386,2026-06-04,2026-06-04 00:00,2026-06-03 18:00,PatC,SELL,4442.140,19.332,16.349,19.181,1.0079,NORMAL,1.1824,EXPAND,EXPANDING,14.08,4.13,29.30,MID,9.14,25.03,-15.89,4473.656,-1.928,29.584,34.265,0.8634,CONTRACT,16.64,LOW,14.40,24.70,-10.30,10,DOWN,99.770,101.455,23.08,11.95,23.49,DN,PD,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18.350,41.760,18.350,73.150,18.350,73.150,118.740,73.150,47,21,48
387,2026-06-04,2026-06-04 23:00,2026-06-04 17:00,PatA,SELL,4465.680,21.188,19.731,19.103,1.1091,NORMAL,1.0738,EXPAND,RISING_DECEL,9.79,-4.94,16.24,LOW,15.69,16.61,-0.91,4471.564,-0.298,38.522,36.679,1.0503,EXPAND,16.32,LOW,16.39,19.29,-2.90,0,UP,100.611,100.988,23.31,12.67,21.44,DN,PD,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30.500,19.380,131.730,19.380,165.500,19.380,197.140,19.380,37,2,48
388,2026-06-05,2026-06-05 20:00,2026-06-05 14:00,PatE,SELL,4470.140,13.498,15.803,18.893,0.7144,NORMAL,0.8542,CONTRACT,RISING_ACCEL,3.20,14.09,15.32,LOW,16.02,15.63,0.39,4463.949,0.392,40.538,37.636,1.0771,EXPAND,16.71,LOW,13.19,21.86,-8.68,2,UP,100.394,101.329,24.51,11.57,25.25,DN,PD,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,160.090,5.650,201.600,5.650,201.600,5.650,201.600,5.650,17,1,48
