Week,WeekStart,Symbol,H1_Bars_Above20,H1_Total_Bars,H1_Pct_Above20,H1_Range_Pips,H1_AvgADX,H1_MaxADX,H4_Bars_Above20,H4_Total_Bars,H4_Pct_Above20,H4_Bars_Above30,H4_Pct_Above30,H4_Range_Pips,H4_AvgADX,H4_MaxADX,ADX_Score_v1,H4_Vel_Pos_Pct,ATR_Ratio,ATR_Phase,Score_Axis_A,Score_Axis_B,Score_Axis_C,ADX_Score_v3,Score_Band_v3
2022-W01,2022.01.03,XAUUSD,66,115,57.4,,27.03,,,30,0.0,,0.0,,13.11,,51.6,52.0,1.0,NORMAL_FLAT,33.0,32.0,4.6,69.6,GOOD
2022-W02,2022.01.10,XAUUSD,62,115,53.9,,31.97,,,30,0.0,,0.0,,17.51,,60.1,56.7,0.848,BOTTOM_CONT,33.0,35.0,9.0,77.0,OPTIMAL
2022-W03,2022.01.17,XAUUSD,36,113,31.9,,23.69,,,30,0.0,,0.0,,14.38,,43.0,33.3,1.0,NORMAL_RISE,22.0,5.0,2.4,29.4,CAUTION
2022-W04,2022.01.24,XAUUSD,61,115,53.0,,27.22,,,30,0.0,,0.0,,17.67,,55.4,56.7,1.216,HIGH_CONT,33.0,8.0,6.0,47.0,WATCH
2022-W05,2022.01.31,XAUUSD,58,115,50.4,,23.02,,,30,0.0,,0.0,,22.65,,48.1,30.0,0.918,NORMAL_FALL,22.0,15.0,5.6,42.6,CAUTION
2022-W06,2022.02.07,XAUUSD,84,115,73.0,,29.0,,,30,0.0,,0.0,,20.6,,60.7,60.0,1.124,HIGH_CONT,40.0,8.0,8.5,56.5,WATCH
2022-W07,2022.02.14,XAUUSD,78,115,67.8,,32.34,,,30,0.0,,0.0,,26.44,,74.8,80.0,1.137,HIGH_CONT,40.0,8.0,13.5,61.5,GOOD
2022-W08,2022.02.21,XAUUSD,59,113,52.2,,25.86,,,30,0.0,,0.0,,36.6,,69.8,53.3,2.249,PEAK_CONT,33.0,18.0,14.2,65.2,GOOD
2022-W09,2022.02.28,XAUUSD,39,115,33.9,,27.24,,,30,0.0,,0.0,,24.27,,58.5,46.7,1.317,PEAK_FALL,25.0,12.0,9.2,46.2,WATCH
2022-W10,2022.03.07,XAUUSD,60,115,52.2,,26.56,,,30,0.0,,0.0,,37.21,,71.0,53.3,1.957,PEAK_CONT,33.0,18.0,14.9,65.9,GOOD
2022-W11,2022.03.14,XAUUSD,94,115,81.7,,36.28,,,30,0.0,,0.0,,34.04,,78.0,53.3,1.114,HIGH_FALL,33.0,13.0,19.7,65.7,GOOD
2022-W12,2022.03.21,XAUUSD,46,115,40.0,,24.5,,,30,0.0,,0.0,,25.81,,50.5,23.3,0.888,BOTTOM_CONT,22.0,35.0,8.1,65.1,GOOD
2022-W13,2022.03.28,XAUUSD,71,115,61.7,,24.43,,,30,0.0,,0.0,,14.59,,41.9,26.7,0.916,NORMAL_FLAT,22.0,32.0,2.9,56.9,WATCH
2022-W14,2022.04.04,XAUUSD,2,115,1.7,,20.18,,,30,0.0,,0.0,,10.36,,41.4,40.0,0.735,BOTTOM,25.0,25.0,0.1,50.1,WATCH
2022-W15,2022.04.11,XAUUSD,10,92,10.9,,20.35,,,24,0.0,,0.0,,24.54,,65.6,95.8,0.806,BOTTOM_TURN,15.0,28.0,4.8,47.8,WATCH
2022-W16,2022.04.18,XAUUSD,59,115,51.3,,25.05,,,30,0.0,,0.0,,26.38,,54.4,33.3,0.96,NORMAL_FLAT,22.0,32.0,8.7,62.7,GOOD
2022-W17,2022.04.25,XAUUSD,70,115,60.9,,33.84,,,30,0.0,,0.0,,39.73,,86.1,73.3,1.047,NORMAL_RISE,40.0,5.0,20.9,65.9,GOOD
2022-W18,2022.05.02,XAUUSD,60,115,52.2,,28.38,,,30,0.0,,0.0,,28.12,,56.5,23.3,1.364,PEAK_CONT,22.0,18.0,11.7,51.7,WATCH
2022-W19,2022.05.09,XAUUSD,70,115,60.9,,27.5,,,30,0.0,,0.0,,20.88,,63.2,73.3,1.101,HIGH_FALL,40.0,13.0,7.7,60.7,GOOD
2022-W20,2022.05.16,XAUUSD,74,115,64.3,,24.68,,,30,0.0,,0.0,,22.68,,47.0,20.0,0.872,BOTTOM_CONT,22.0,35.0,6.7,63.7,GOOD
2022-W21,2022.05.23,XAUUSD,68,115,59.1,,28.6,,,30,0.0,,0.0,,17.24,,53.6,46.7,0.85,BOTTOM_CONT,25.0,35.0,6.7,66.7,GOOD
2022-W22,2022.05.30,XAUUSD,44,112,39.3,,25.29,,,30,0.0,,0.0,,16.25,,46.7,36.7,0.8,BOTTOM_CONT,22.0,35.0,4.0,61.0,GOOD
2022-W23,2022.06.06,XAUUSD,50,115,43.5,,23.96,,,30,0.0,,0.0,,11.44,,39.6,20.0,1.004,NORMAL_RISE,22.0,5.0,2.6,29.6,CAUTION
2022-W24,2022.06.13,XAUUSD,53,115,46.1,,24.49,,,30,0.0,,0.0,,21.77,,55.4,53.3,1.205,HIGH_CONT,33.0,8.0,6.2,47.2,WATCH
2022-W25,2022.06.20,XAUUSD,22,112,19.6,,26.76,,,30,0.0,,0.0,,15.38,,49.2,43.3,0.876,BOTTOM_CONT,25.0,35.0,4.6,64.6,GOOD
2022-W26,2022.06.27,XAUUSD,42,115,36.5,,32.44,,,30,0.0,,0.0,,12.16,,49.9,26.7,1.118,HIGH_CONT,22.0,8.0,8.1,38.1,CAUTION
2022-W27,2022.07.04,XAUUSD,52,112,46.4,,25.26,,,30,0.0,,0.0,,16.8,,50.8,50.0,1.094,NORMAL_FLAT,33.0,32.0,4.3,69.3,GOOD
2022-W28,2022.07.11,XAUUSD,91,115,79.1,,28.45,,,30,0.0,,0.0,,27.05,,73.3,86.7,1.088,NORMAL_FLAT,28.0,32.0,11.3,71.3,GOOD
2022-W29,2022.07.18,XAUUSD,65,115,56.5,,26.65,,,30,0.0,,0.0,,23.6,,48.9,16.7,1.07,NORMAL_FLAT,10.0,32.0,8.5,50.5,WATCH
2022-W30,2022.07.25,XAUUSD,45,115,39.1,,32.33,,,30,0.0,,0.0,,13.6,,51.7,33.3,0.972,NORMAL_FALL,22.0,15.0,8.0,45.0,WATCH
2022-W31,2022.08.01,XAUUSD,39,115,33.9,,34.67,,,30,0.0,,0.0,,22.77,,69.2,63.3,0.926,NORMAL_FLAT,40.0,32.0,13.3,85.3,OPTIMAL
2022-W32,2022.08.08,XAUUSD,47,115,40.9,,26.59,,,30,0.0,,0.0,,19.4,,48.9,30.0,0.746,BOTTOM,22.0,25.0,6.4,53.4,WATCH
2022-W33,2022.08.15,XAUUSD,95,115,82.6,,28.3,,,30,0.0,,0.0,,12.85,,49.5,40.0,0.733,BOTTOM,25.0,25.0,5.4,55.4,WATCH
2022-W34,2022.08.22,XAUUSD,89,115,77.4,,30.84,,,30,0.0,,0.0,,18.38,,57.8,50.0,0.796,BOTTOM_TURN,33.0,28.0,8.7,69.7,GOOD
2022-W35,2022.08.29,XAUUSD,102,115,88.7,,32.49,,,30,0.0,,0.0,,23.86,,70.8,73.3,0.902,NORMAL_FLAT,40.0,32.0,12.4,84.4,OPTIMAL
2022-W36,2022.09.05,XAUUSD,63,113,55.8,,25.83,,,30,0.0,,0.0,,18.88,,44.8,20.0,1.055,NORMAL_RISE,22.0,5.0,5.7,32.7,CAUTION
2022-W37,2022.09.12,XAUUSD,53,115,46.1,,29.91,,,30,0.0,,0.0,,17.9,,58.3,56.7,1.175,HIGH_CONT,33.0,8.0,7.8,48.8,WATCH
2022-W38,2022.09.19,XAUUSD,24,115,20.9,,22.96,,,30,0.0,,0.0,,24.55,,50.7,33.3,1.667,PEAK_CONT,22.0,18.0,6.5,46.5,WATCH
2022-W39,2022.09.26,XAUUSD,53,115,46.1,,25.33,,,30,0.0,,0.0,,23.8,,55.2,43.3,1.213,HIGH_FALL,25.0,13.0,7.7,45.7,WATCH
2022-W40,2022.10.03,XAUUSD,56,115,48.7,,29.68,,,30,0.0,,0.0,,19.0,,54.4,40.0,1.021,NORMAL_FALL,25.0,15.0,8.2,48.2,WATCH
2022-W41,2022.10.10,XAUUSD,50,115,43.5,,33.09,,,30,0.0,,0.0,,25.91,,67.6,53.3,1.271,HIGH_CONT,33.0,8.0,13.7,54.7,WATCH
2022-W42,2022.10.17,XAUUSD,61,115,53.0,,28.37,,,30,0.0,,0.0,,18.66,,53.7,43.3,0.993,NORMAL_FALL,25.0,15.0,7.2,47.2,WATCH
2022-W43,2022.10.24,XAUUSD,24,115,20.9,,26.09,,,30,0.0,,0.0,,11.6,,39.8,13.3,0.851,BOTTOM_CONT,10.0,35.0,4.0,49.0,WATCH
2022-W44,2022.10.31,XAUUSD,84,115,73.0,,24.66,,,30,0.0,,0.0,,12.11,,46.8,43.3,1.174,HIGH_CONT,25.0,8.0,3.0,36.0,CAUTION
2022-W45,2022.11.07,XAUUSD,64,115,55.7,,27.05,,,30,0.0,,0.0,,23.55,,66.0,76.7,1.107,HIGH_CONT,40.0,8.0,8.7,56.7,WATCH
2022-W46,2022.11.14,XAUUSD,38,115,33.0,,23.46,,,30,0.0,,0.0,,28.29,,50.8,20.0,0.693,BOTTOM,22.0,25.0,8.6,55.6,WATCH
2022-W47,2022.11.21,XAUUSD,33,109,30.3,,24.05,,,30,0.0,,0.0,,19.88,,45.8,26.7,0.64,BOTTOM,22.0,25.0,5.0,52.0,WATCH
2022-W48,2022.11.28,XAUUSD,84,115,73.0,,31.07,,,30,0.0,,0.0,,15.17,,55.2,50.0,1.105,HIGH_CONT,33.0,8.0,7.3,48.3,WATCH
2022-W49,2022.12.05,XAUUSD,62,115,53.9,,24.3,,,30,0.0,,0.0,,19.45,,52.2,50.0,0.911,NORMAL_FALL,33.0,15.0,4.9,52.9,WATCH
2022-W50,2022.12.12,XAUUSD,75,115,65.2,,23.91,,,30,0.0,,0.0,,19.13,,43.1,20.0,1.078,NORMAL_RISE,22.0,5.0,4.5,31.5,CAUTION
2022-W51,2022.12.19,XAUUSD,35,115,30.4,,24.05,,,30,0.0,,0.0,,16.89,,49.7,50.0,0.838,BOTTOM_CONT,33.0,35.0,3.5,71.5,GOOD
2022-W52,2022.12.26,XAUUSD,67,92,72.8,,24.13,,,24,0.0,,0.0,,18.35,,53.4,58.3,0.915,NORMAL_FLAT,33.0,32.0,4.3,69.3,GOOD
2023-W01,2023.01.02,XAUUSD,66,92,71.7,,29.7,,,24,0.0,,0.0,,33.84,,73.8,62.5,1.37,PEAK_CONT,40.0,18.0,15.3,73.3,GOOD
2023-W02,2023.01.09,XAUUSD,44,115,38.3,,22.97,,,30,0.0,,0.0,,34.13,,72.2,80.0,1.222,HIGH_CONT,40.0,8.0,11.1,59.1,WATCH
2023-W03,2023.01.16,XAUUSD,28,113,24.8,,24.69,,,30,0.0,,0.0,,36.54,,66.7,46.7,1.003,NORMAL_FALL,25.0,15.0,13.4,53.4,WATCH
2023-W04,2023.01.23,XAUUSD,13,115,11.3,,20.56,,,30,0.0,,0.0,,23.3,,37.9,0.0,1.086,NORMAL_RISE,10.0,5.0,4.3,19.3,CAUTION
2023-W05,2023.01.30,XAUUSD,55,115,47.8,,22.96,,,30,0.0,,0.0,,13.82,,42.3,33.3,1.402,PEAK_CONT,22.0,18.0,1.9,41.9,CAUTION
2023-W06,2023.02.06,XAUUSD,33,115,28.7,,23.64,,,30,0.0,,0.0,,13.18,,43.0,33.3,0.97,NORMAL_FALL,22.0,15.0,2.4,39.4,CAUTION
2023-W07,2023.02.13,XAUUSD,58,115,50.4,,24.28,,,30,0.0,,0.0,,10.83,,52.0,63.3,0.907,NORMAL_FLAT,40.0,32.0,2.8,74.8,GOOD
2023-W08,2023.02.20,XAUUSD,13,113,11.5,,28.44,,,30,0.0,,0.0,,11.76,,44.0,20.0,0.719,BOTTOM,22.0,25.0,5.5,52.5,WATCH
2023-W09,2023.02.27,XAUUSD,84,115,73.0,,26.2,,,30,0.0,,0.0,,12.4,,52.1,56.7,0.65,BOTTOM,33.0,25.0,4.0,62.0,GOOD
2023-W10,2023.03.06,XAUUSD,95,115,82.6,,30.26,,,30,0.0,,0.0,,17.69,,58.5,56.7,0.923,NORMAL_RISE,33.0,5.0,8.0,46.0,WATCH
2023-W11,2023.03.13,XAUUSD,75,115,65.2,,33.01,,,30,0.0,,0.0,,26.11,,68.7,56.7,1.46,PEAK_CONT,33.0,18.0,13.8,64.8,GOOD
2023-W12,2023.03.20,XAUUSD,90,115,78.3,,32.51,,,30,0.0,,0.0,,28.56,,69.4,53.3,1.396,PEAK_CONT,33.0,18.0,14.6,65.6,GOOD
2023-W13,2023.03.27,XAUUSD,87,115,75.7,,26.13,,,30,0.0,,0.0,,15.46,,36.5,0.0,0.973,NORMAL_FALL,10.0,15.0,4.2,29.2,CAUTION
2023-W14,2023.04.03,XAUUSD,59,92,64.1,,26.49,,,24,0.0,,0.0,,11.41,,48.2,41.7,1.158,HIGH_CONT,25.0,8.0,4.2,37.2,CAUTION
2023-W15,2023.04.10,XAUUSD,94,115,81.7,,28.19,,,30,0.0,,0.0,,16.5,,59.1,70.0,1.41,PEAK_CONT,40.0,18.0,6.0,64.0,GOOD
2023-W16,2023.04.17,XAUUSD,40,115,34.8,,21.79,,,30,0.0,,0.0,,14.35,,38.3,23.3,1.001,NORMAL_FALL,22.0,15.0,1.2,38.2,CAUTION
2023-W17,2023.04.24,XAUUSD,31,115,27.0,,23.1,,,30,0.0,,0.0,,12.18,,39.6,23.3,0.963,NORMAL_FLAT,22.0,32.0,2.0,56.0,WATCH
2023-W18,2023.05.01,XAUUSD,66,115,57.4,,23.94,,,30,0.0,,0.0,,11.25,,54.5,73.3,1.36,PEAK_CONT,40.0,18.0,2.6,60.6,GOOD
2023-W19,2023.05.08,XAUUSD,8,115,7.0,,23.66,,,30,0.0,,0.0,,13.7,,43.9,36.7,1.028,NORMAL_FALL,22.0,15.0,2.4,39.4,CAUTION
2023-W20,2023.05.15,XAUUSD,71,115,61.7,,34.47,,,30,0.0,,0.0,,16.84,,63.8,63.3,0.893,BOTTOM_CONT,40.0,35.0,10.3,85.3,OPTIMAL
2023-W21,2023.05.22,XAUUSD,50,115,43.5,,23.87,,,30,0.0,,0.0,,24.59,,56.3,50.0,0.977,NORMAL_RISE,33.0,5.0,7.1,45.1,WATCH
2023-W22,2023.05.29,XAUUSD,2,112,1.8,,23.26,,,30,0.0,,0.0,,20.98,,43.2,16.7,0.928,NORMAL_FLAT,10.0,32.0,5.0,47.0,WATCH
2023-W23,2023.06.05,XAUUSD,40,115,34.8,,31.46,,,30,0.0,,0.0,,18.63,,56.8,43.3,0.842,BOTTOM_CONT,25.0,35.0,9.2,69.2,GOOD
